collection,venueType,feature,category,definition
occupant,,occupant,turkish.gozleme,"A food establishment specializing in the preparation of Turkish gozleme. Gozleme is a traditional savory Turkish flatbread and pastry dish, made of leaves of yufka dough that are lightly brushed with butter and eggs, filled with various toppings, sealed, and cooked over a griddle."
occupant,,occupant,turkish.homemadefood,A food establishment that specializes in traditional Turkish cuisine that features recipes historically made at home by Turkish families.
occupant,,occupant,turkish.lahmacun,"A restaurant or food establishment that specializes in the preparation of lahmacun, also known as Turkish or Armenian pizza. It consists of a round, thin piece of dough topped with minced meat, vegetables and herbs that is baked. "
occupant,,occupant,turkish.ravioli,"A restaurant or food establishment that specializes in the preparation of Turkish ravioli, also known as Manti or Turkish dumplings. Turkish ravioli usually consists of a spiced meat mixture in a dough wrapper that is either boiled or steamed."
occupant,,occupant,tutoring,"Brick-and-mortar businesses offering private, secondary, remedial, or specialized instruction, usually for common school subjects such as language, math, and science."
occupant,,occupant,ukrainian,An establishment specializing in Ukrainian cuisine
occupant,,occupant,uniforms,A business specializing in uniforms required for staff and students
occupant,,occupant,urgentcare,An organization offering walk in medical care of an urgent nature. Urgent is considered a level below Emergency rooms but more immediate than that of primary care like a family doctor. 
occupant,,occupant,usedbooks,"A business or location that sells and/or exchanges used books. Not a library, which lends books on a membership basis."
occupant,,occupant,utilities,"A private or public organization that provides local utility services to the general public including electricity, water, natural gas and/or sewage."
occupant,,occupant,uzbek,An establishment specializing in cuisine from Uzbekistan
occupant,,occupant,vacationhome,A property or residence that is available for vacation rentalservices and is not a hotel.
occupant,,occupant,vacationhome.agent,A business or individual that markets and coordinates the rentalservices of vacation properties including condos and villas.
occupant,,occupant,valetservices,"Businesses that park cars for clients, such as at a restaurant, club, or at private events."
occupant,,occupant,vapeshops,"A business that offers vape products, e-cigarettes, and related products."
occupant,,occupant,vascularmedicine,A doctor who specializes in the diagnosis and treatment of disorders of the vascular/blood system.
occupant,,occupant,vegan,"An establishment specializing in food with no animal products in it. No meat, no egg, no dairy."
occupant,,occupant,vegetarian,An establishment specializing in vegetarian food. No meat served.
occupant,,occupant,vendingmachine,Automated machine that provides items using a payment system. Please use shopping.vendingmachine.refreshments for food related machines.
occupant,,occupant,vendingmachine,"Models the presence and approximate point location of an automated system that vends products/services that include, but are not limited to, electronics, cosmetics, food and beverage."
occupant,,occupant,vendingmachine.beverage,Automated machine that provides items like snacks or beverages using a payment system.
occupant,,occupant,venezuelan,An establishment specializing in Venezuelan cuisine
occupant,,occupant,venison,"A restaurant that specializes in the preparation of venison, the meat of various species of deer."
occupant,,occupant,veteransorganization,"An organization that advocates for and assist veterans in everyday life, such as ensuring they receive medical care and benefits, providing social support and counseling, helping them find jobs, organizing social events and volunteering opportunities, and getting them involved in the larger community. It is not uncommon for these organizations to have an office/facility where veterans can go to for assistance or socializing. "
occupant,,occupant,veterinarian,Medical specialists for animals. 
occupant,,occupant,videofilmproduction,"A business or service that can help make video/film. This could be creating, capturing, editing film. This covers both creative and commercial film production service. "
occupant,,occupant,videogamesandconsoles,"A business specializing in the sale of video games, consoles and associated paraphernalia "
occupant,,occupant,vietnamese,An establishment specializing in Vietnamese cuisine
occupant,,occupant,vintageclothing,"A business specializing in the sale of used items, typically clothing. Often these items are older than regular second hand stores and still considered fashionable. Some stores may also offer other items besides clothing, like furniture or accessories.  "
occupant,,occupant,vinylrecords,A business specializing in the sale of vinyl records
occupant,,occupant,virtualreality,
occupant,,occupant,visitorcenter,"A physical location that provides tourist information to visitors who tour the place or area locally. Visitor centers sometimes carry souvenirs and gifts and they can be an actual building/office, a kiosk, a booth, or a counter usually located at a specific attraction, a place of interest, airports, major bus and train terminals, or in central parts of town."
occupant,,occupant,vitaminssupplements,"A business that offers vitamins, supplements and other health related products."
occupant,,occupant,vocalcoach,A professional offering voice (singing) lessons.
occupant,,occupant,vocationalschool,Schools where students are trained in trades or skills to be pursued as a career.
occupant,,occupant,waffles,"A restaurant that specializes in waffles, which are leavened batter or dough cooked between two plates, patterned to give a characteristic size, shape and surface impression."
occupant,,occupant,walkinclinic,Small medical clinics that do not require an appointment.
occupant,,occupant,warehouse,A large building where raw materials or manufactured goods may be stored before their export or distribution for sale.
occupant,,occupant,watches,A retailer that specializes in the sale of watches.
occupant,,occupant,watchrepair,A company specializing in watch repair
occupant,,occupant,waterpark,Commercially operated parks featuring water amusement rides such as water slides and wave pools.
occupant,,occupant,waterpurification,"A business or individual that specializes in the design, installation and maintenance of water purification systems."
occupant,,occupant,webdesign,"A business or service that can help make websites. This could be designing, building, or maintaining websites. "
occupant,,occupant,weddingchappel,Venues that specialize in hosting wedding ceremonies. 
occupant,,occupant,weddingplanning,Businesses or individuals that specialize in wedding planning; can be used in conjunction with party and event planning if events other than weddings are planned.
occupant,,occupant,weightloss,A company that offers programs and assistance managing weight loss. Business in this category should not be gyms or cosmetic surgery POIs.
occupant,,occupant,welsh,A restaurant specializing in Welsh cuisine. 
occupant,,occupant,whiskeybar,A bar or lounge that primarily serves whiskey.
occupant,,occupant,wholesalemerchant,Companies that offer items in large quantities for sale and offer these at discounted prices. 
occupant,,occupant,wholesaler,"An intermediary business or individual that buys large quantity of goods from various producers or vendors, stores them, and resells to retailers rather than to consumers. Not to be confused with a distributor, who is the sales representative of a producer. "
occupant,,occupant,wigs,A company specializing in the sale of wigs.
occupant,,occupant,windowinstallation,A business or individual providing window replacement or repair services.
occupant,,occupant,winebar,A venue where their primary business is serving wine to the public.
occupant,,occupant,winery,"Businesses dedicated to the production of wine, from grape cultivation to bottling, often offering tours and selling directly to the public. For wine bars, use nightlife.bars.wine_bars. For tasting rooms, use food.wineries.winetastingroom. "
occupant,,occupant,winetasting,"Facilities dedicated to wine tasting. Does not include locations where wine is produced on-site, where there are grape vineyards, or where there is a bar-like setting."
occupant,,occupant,wok,An establishment specializing in food preparation utilizing woks. A wok is a large bowl-shaped pan originating in China but commonly used in many types of contemporary Asian cuisine.
occupant,,occupant,wraps,"A food establishment offering in different types of wraps. Wraps consist of some type of filling rolled in a flatbread, such as a lavash or tortilla."
occupant,,occupant,yoga,Facilities providing space and instruction for the practice of yoga. Do not use for businesses not offering yoga as their core instruction (e.g. a gym offering yoga once a week should not receive this category).
occupant,,occupant,youthclub,A place where young people can meet and participate in recreational activities. 
occupant,,occupant,yugoslav,An establishment specializing in Yugoslav cuisine.
opening,,opening,automobile,Models the presence and physical width of an entrance/exit that is intended for use by vehicles.
opening,,opening,bicycle,Models the presence and physical width of an entrance/exit that is intended for use by persons with bicycles.
opening,,opening,emergencyexit,Describes an Opening that is specifically intended for emergency use by the Venue Organization.
opening,,opening,pedestrian,Models the presence and physical extent of an entrance with or without a physical door.
opening,,opening,pedestrian.principal,Models the presence and physical extent of an entrance with or without a physical door.
opening,,opening,pedestrian.transit,Models the presence and physical extent of an entrance with or without a physical door.
opening,,opening,service,"Should be used to model the presence and approximate point location, or approximate thematic extent of an open or semi-enclosed area, of an service operation that cannot be classified using any other ""service"" category in the hierarchy."
opening/airport,airport,opening,automobile,Models the presence and physical width of an entrance/exit that is intended for use by vehicles.
opening/airport,airport,opening,pedestrian,Models the presence and physical extent of an entrance with or without a physical door.
opening/airport,airport,opening,pedestrian.principal,Models the presence and physical extent of an entrance with or without a physical door.
opening/airport,airport,opening,pedestrian.transit,Models the presence and physical extent of an entrance with or without a physical door.
opening/airport,airport.intl,opening,automobile,Models the presence and physical width of an entrance/exit that is intended for use by vehicles.
opening/airport,airport.intl,opening,pedestrian,Models the presence and physical extent of an entrance with or without a physical door.
opening/airport,airport.intl,opening,pedestrian.principal,Models the presence and physical extent of an entrance with or without a physical door.
opening/airport,airport.intl,opening,pedestrian.transit,Models the presence and physical extent of an entrance with or without a physical door.
opening/shoppingcenter,shoppingcenter,opening,automobile,Models the presence and physical width of an entrance/exit that is intended for use by vehicles.
opening/shoppingcenter,shoppingcenter,opening,pedestrian,Models the presence and physical extent of an entrance with or without a physical door.
opening/shoppingcenter,shoppingcenter,opening,pedestrian.principal,Models the presence and physical extent of an entrance with or without a physical door.
opening/shoppingcenter,shoppingcenter,opening,pedestrian.transit,Models the presence and physical extent of an entrance with or without a physical door.
opening/trainstation,trainstation,opening,automobile,Models the presence and physical width of an entrance/exit that is intended for use by vehicles.
opening/trainstation,trainstation,opening,pedestrian,Models the presence and physical extent of an entrance with or without a physical door.
opening/trainstation,trainstation,opening,pedestrian.principal,Models the presence and physical extent of an entrance with or without a physical door.
opening/trainstation,trainstation,opening,pedestrian.transit,Models the presence and physical extent of an entrance with or without a physical door.
relationship,,relationship,elevator,Models the presence and approximate point location of one or more elevator that offers vertical traversal capabilities.
relationship,,relationship,escalator,Models the presence and physical extent of a single escalator that offers vertical traversal capabilities.
relationship,,relationship,movingwalkway,Models the presence and approximate point location or physical extent of one or more neighboring moving conveyor mechanism that transports pedestrians across a horizontal or inclined plane over a short to medium distance.
relationship,,relationship,ramp,Models the presence and approximate point location or physical extent of an incline plane.
relationship,,relationship,stairs,"Models the presence and approximate point location of one or more neighboring staircase, or the physical extent of a single staircase, that supports vertical traversal to a physically different floor that may or may not be eligible for capture as a Level."
relationship,,relationship,traversal,
relationship,,relationship,traversal.path,
restriction,,restriction,employeesonly,Describes a space that is restricted to employees of the physical Venue.
restriction,,restriction,restricted,
section,,section,arcade,Facilities offering arcade games.
section,,section,baggageclaim,Models the presence and approximate thematic extent of an open or semi-enclosed environment containing a baggage claim operation.
section,,section,baggageclaim.intl,Models the presence and approximate thematic extent of an open or semi-enclosed environment containing a baggage claim operation dedicated to international flight operations.
section,,section,carrental,A business that rents and leases motor vehicles. Businesses that rent trucks for moving and related purposes should be categorized under truck rentalservices.
section,,section,carrental,Models the presence and approximate point location or thematic extent of an open or semi-enclosed environment of a space containing one or more car rental operation.
section,,section,carrental.dropoff,Models the presence and approximate thematic extent of an open or semi-enclosed environment containing a car rental drop-off operation.
section,,section,checkin,Models the presence and approximate thematic extent of an open or semi-enclosed environment containing a collection of check-in operations.
section,,section,concessions,Models the presence and approximate thematic extent of an open or semi-enclosed environment containing concession operations.
section,,section,cubicle,Models the presence and approximate thematic extent of a partially enclosed office workspace.
section,,section,dutyfree,Models the presence and approximate thematic extent of an open or semi-enclosed environment where a pedestrian may purchase duty free goods and services.
section,,section,eatingdrinking,"Models the presence and approximate thematic extent of an open or semi-enclosed environment that is used as a ""common"" area for dining."
section,,section,entertainmentarea,Models the presence and approximate thematic extent of an open or semi-enclosed environment whose intended purpose is the offering of entertainment.
section,,section,entertainmentarea.game,"Models the presence and approximate thematic extent of an open or semi-enclosed environment whose intended purpose is the offering of games, gambling, or some other playful/competitive pursuit."
section,,section,entertainmentarea.music,Models the presence and approximate thematic extent of an open or semi-enclosed environment whose intended purpose is the offering of musical entertainment.
section,,section,entertainmentarea.performance,"Models the presence and approximate thematic extent of an open or semi-enclosed environment whose intended purpose is the offering of movie, theater or live performances."
section,,section,entertainmentarea.sport,Models the presence and approximate thematic extent of an open or semi-enclosed environment whose intended purpose is the offering of a competitive physical activity.
section,,section,exhibit,"Models the presence and approximate point location of ""...an object, work of art, activity, artifact or poster designed to demonstrate a concept or show an example."", or the approximate thematic extent of an open or semi-enclosed environment containing an exhibit."
section,,section,exhibition,Models the presence and approximate thematic extent of an open or semi-enclosed environment containing exhibits.
section,,section,gambling,
section,,section,gambling,"A business that offers placing a wager on a outcome such, such as a competitor in a sporting event or a number in a lottery. "
section,,section,gambling.baccarat,
section,,section,gambling.bingo,
section,,section,gambling.blackjack,
section,,section,gambling.craps,
section,,section,gambling.keno,
section,,section,gambling.mahjong,
section,,section,gambling.medalgame,
section,,section,gambling.minibaccarat,
section,,section,gambling.offtrackbetting,
section,,section,gambling.pachinko,
section,,section,gambling.paigow,
section,,section,gambling.poker,
section,,section,gambling.poker.letitride,
section,,section,gambling.poker.paigow,
section,,section,gambling.poker.threecard,
section,,section,gambling.poker.video,
section,,section,gambling.roulette,
section,,section,gambling.rummy,
section,,section,gambling.sicbo,
section,,section,gambling.slotmachine,
section,,section,gambling.slotmachine.highlimit,
section,,section,gatearea,Models the presence and approximate extent of an open or semi-enclosed environment containing a collection of thematically related gate holding areas.
section,,section,gatearea.holding,"Models the presence and approximate thematic extent of an open or semi-enclosed environment containing a single gate holding area. The function of the gate holding area is to ""hold"" persons that are expected to pass through a single boarding gate."
section,,section,immigration,"Models the presence and approximate point location of an immigration operation. (Also known as ""Passport Control."")"
section,,section,immigration.schengen,"Models the presence and approximate thematic extent of an open or semi-enclosed environment containing an immigration operation that ""processes"" pedestrians from multiple different countries in accordance with a legal framework that allows for a common visa policy.

Although ""Schengen"" describes a border control arrangement that exists in Europe, the same category can be used to describe a similar legal arrangement that exists amongst other countries around the world."
section,,section,information,Models the presence and approximate thematic extent of an open or semi-enclosed environment whose intended purpose is the offering of information.
section,,section,paidarea,Models the extent of a geofence whose area encompasses a physical environment that is describable by the Venue Organization as a paid area.
section,,section,parkandride,Models the presence and approximate point location or approximate thematic extent of an open or semi-enclosed environment whose intended purpose is to host a Park & Ride service.
section,,section,parking,"Locations that provide office space to park vehicles, usually for a fee."
section,,section,parking,Models the presence and physical extent of a floor whose intended purpose is the storage of vehicles.
section,,section,parking.bicycle,"A business that offers parking spaces/services for bicycles only OR a large space specifically made for parking bicycles only, with or without a fee and may or may not have onsite pesonnel. OK to use for businesses that provide bike valet services as a core offering. Please note this should only be used for locations/businesses whose core competency is bike parking. Businesses that have bike racks at/outside of their space should not be categorized under Bike Parking (they should use the Bike Parking attribute, instead). Random bike racks located on public streets/areas are ineligible for a listing. "
section,,section,parking.bicycle,Models the presence and approximate point location or approximate thematic extent of an open or semi-enclosed environment whose intended purpose is the storage of bicycles.
section,,section,parking.compact,"Models the presence and approximate point location or approximate thematic extent of an open or semi-enclosed environment whose intended purpose is the storage of vehicles defined in the automotive industry as being ""compact."""
section,,section,parking.ev,Models the presence and approximate point location or approximate thematic extent of an open or semi-enclosed environment whose intended purpose is the storage of electric vehicles.
section,,section,parking.longterm,Models the presence and approximate point location or approximate thematic extent of an open or semi-enclosed environment  whose intended purpose is the storage of vehicles for an extended period of time.
section,,section,parking.motorcycle,Models the presence and approximate point location or approximate thematic extent of an open or semi-enclosed of an environment whose intended purpose is the storage of motorcycles.
section,,section,parking.shortterm,Models the presence and approximate point location or approximate thematic extent of an open or semi-enclosed environment whose intended purpose is the storage of vehicles for a short period of time.
section,,section,parking.waitingarea,Models the presence and approximate point location or approximate thematic extent of an open or semi-enclosed environment whose intended purpose is use by a person (and their vehicle) to wait for the arrival of another person(s).
section,,section,platform,Models the presence and approximate point location of an individually named (or numbered) train platform. 
section,,section,platform,"Models the presence and approximate thematic extent of an open or semi-enclosed area of a railway platform that is distinct from another area of the same physical railway platform, or the extent of a geofence whose area encompasses a physical environment that is describable by the Venue Organization as a platform."
section,,section,postsecurity,Models the extent of a geofence whose area encompasses a physical environment that is describable by the Venue Organization as post-security.
section,,section,presecurity,Models the extent of a geofence whose area encompasses a physical environment that is describable by the Venue Organization as pre-security.
section,,section,private,Models the presence and approximate thematic extent of an open or semi-enclosed environment that is describable by the Venue Organization as private.
section,,section,recomposearea,Models the presence and approximate thematic extent of an open or semi-enclosed environment where one can restore composure or calmness. Such as when one exits a security check-point.
section,,section,recreation,Business or location related to recreational activities.
section,,section,recreation,Models the presence and approximate point location of a break room or recreational space.
section,,section,rental,
section,,section,retail,Models the presence and approximate thematic extent of an open or semi-enclosed environment containing a retail operation.
section,,section,retaildepartment,Models the presence and approximate thematic extent of an open or semi-enclosed environment that contains a particular category of products and/or services.
section,,section,road,"Models the presence and physical extent of an enclosed area within a physical building that is used by moving vehicles, or an open or semi-enclosed environment used by moving vehicles."
section,,section,seating,models the presence and location of an open or semi-enclosed seating environment.
section,,section,seatingrow,Models the presence and physical extent of a row of seats.
section,,section,security,A business or organization who can be hired for private security 
section,,section,security,"Models the presence and approximate point location of an area, or approximate thematic extent of an open or semi-enclosed area, containing a security operation."
section,,section,servicearea,
section,,section,ticketing,"Models the presence and approximate point location of an automated or manned ticketing operation, or the approximate thematic extent of an area containing ticketing operations and services."
section,,section,vegetation,Models the presence and physical extent of a natural or artificial vegetation feature or an open or semi-enclosed vegetative area that may or may not be prohibited from being used as a pedestrian pathway.
section,,section,walkway,Models the presence and physical extent of a pedestrian pathway.
section/airport,airport,section,baggageclaim,Models the presence and approximate thematic extent of an open or semi-enclosed environment containing a baggage claim operation.
section/airport,airport,section,checkin,Models the presence and approximate thematic extent of an open or semi-enclosed environment containing a collection of check-in operations.
section/airport,airport,section,gatearea,Models the presence and approximate extent of an open or semi-enclosed environment containing a collection of thematically related gate holding areas.
section/airport,airport,section,immigration,"Models the presence and approximate point location of an immigration operation. (Also known as ""Passport Control."")"
section/airport,airport,section,security,A business or organization who can be hired for private security 
section/airport,airport,section,security,"Models the presence and approximate point location of an area, or approximate thematic extent of an open or semi-enclosed area, containing a security operation."
section/airport,airport.intl,section,baggageclaim,Models the presence and approximate thematic extent of an open or semi-enclosed environment containing a baggage claim operation.
section/airport,airport.intl,section,checkin,Models the presence and approximate thematic extent of an open or semi-enclosed environment containing a collection of check-in operations.
section/airport,airport.intl,section,gatearea,Models the presence and approximate extent of an open or semi-enclosed environment containing a collection of thematically related gate holding areas.
section/airport,airport.intl,section,immigration,"Models the presence and approximate point location of an immigration operation. (Also known as ""Passport Control."")"
section/airport,airport.intl,section,security,A business or organization who can be hired for private security 
section/airport,airport.intl,section,security,"Models the presence and approximate point location of an area, or approximate thematic extent of an open or semi-enclosed area, containing a security operation."
section/trainstation,trainstation,section,immigration,"Models the presence and approximate point location of an immigration operation. (Also known as ""Passport Control."")"
section/trainstation,trainstation,section,paidarea,Models the extent of a geofence whose area encompasses a physical environment that is describable by the Venue Organization as a paid area.
section/trainstation,trainstation,section,security,A business or organization who can be hired for private security 
section/trainstation,trainstation,section,security,"Models the presence and approximate point location of an area, or approximate thematic extent of an open or semi-enclosed area, containing a security operation."
unit,,unit,auditorium,"Models the presence and physical extent of an enclosed space that supports presentations, performances or learning."
unit,,unit,brick,
unit,,unit,classroom,Models the presence and physical extent of a learning space.
unit,,unit,column,Models the presence and physical extent of a floor-to-ceiling standalone column.
unit,,unit,concrete,
unit,,unit,conferenceroom,"Models the following types of meeting space:

Small meeting space: An enclosed meeting space for two to four persons, suitable for both formal and informal interaction.

Large meeting space: An enclosed meeting space for five or more people, suitable for formal interaction."
unit,,unit,drywall,
unit,,unit,elevator,Models the presence and approximate point location of one or more elevator that offers vertical traversal capabilities.
unit,,unit,escalator,Models the presence and physical extent of a single escalator that offers vertical traversal capabilities.
unit,,unit,fieldofplay,Intramural sports or recreational fields usually found on college/university campus.
unit,,unit,fieldofplay,Models the presence and approximate point location of a sports field.
unit,,unit,fieldofplay,Models the presence and physical extent of an area used to play sports.
unit,,unit,firstaid,"Models the presence and approximate point location of: A medical support operation or First Aid, or the physical extent of a space containing a medical support operation.."
unit,,unit,fitnessroom,<odels the presence and physical extent of an exercise/training room.
unit,,unit,foodservice,Models the presence and approximate point location of a foodservice operation where a pedestrian can enjoy food and drink. The foodservice is offered by a foodservice company.
unit,,unit,footbridge,"Models the presence and physical extent of an open, semi- or enclosed footbridge that connects Buildings."
unit,,unit,glass,
unit,,unit,huddleroom,"Models the presence and physical extent of an enclosed meeting space suitable for ad hoc, informal meetings."
unit,,unit,kitchen,
unit,,unit,laboratory,"Models the presence and physical extent of an enclosed space that provides controlled conditions in which scientific or technological research, experiments, and measurement may be performed."
unit,,unit,library,"A building or room where media is collected for people to read, borrow, and reference. Traditionally this is mostly books, but may also include other media too."
unit,,unit,library,Models the presence and physical extent of an enclosed area containing sources of information.
unit,,unit,lobby,Models the presence and physical extent of an enclosed foyer or entrance hall.
unit,,unit,lounge,Models the presence and physical extent of a space where people can sit and relax.
unit,,unit,mailroom,Models the presence and physical extent of an enclosed space where: Incoming and outgoing mail is processed and sorted. Incoming/outgoing mail is dropped-off/picked up.
unit,,unit,mothersroom,Models the presence and approximate point or physical extent of an enclosed space where a woman may breastfeed or use a breast pump in private.
unit,,unit,movietheater,Models the presence and physical extent of a room used to view films.
unit,,unit,movingwalkway,Models the presence and approximate point location or physical extent of one or more neighboring moving conveyor mechanism that transports pedestrians across a horizontal or inclined plane over a short to medium distance.
unit,,unit,nonpublic,"An area/space that contains operational, administrative, and/or management functions whose environments, if mapped, would have little or no relevance from a pedestrian standpoint."
unit,,unit,office,"Models the presence and physical extent of an enclosed work space. ""office"" models:

A private office: An enclosed work space for one person, suitable for activities which are confidential, demand a lot of concentration or include many small meetings.

A shared office: An enclosed work space for two or three people, suitable for semi-concentrated work and collaborative work in small groups.

A team room: An enclosed work space for four to ten people; suitable for teamwork which may be confidential and demands frequent internal communication."
unit,,unit,opentobelow,"Models the presence and physical extent of a vertical ""column"" of air that is visible to a pedestrian, and which extends through one or more floor of a physical building."
unit,,unit,parking,"Locations that provide office space to park vehicles, usually for a fee."
unit,,unit,parking,Models the presence and physical extent of a floor whose intended purpose is the storage of vehicles.
unit,,unit,phoneroom,Models the presence and physical extent of a physically enclosed space intended for phone calls.
unit,,unit,platform,Models the presence and approximate point location of an individually named (or numbered) train platform. 
unit,,unit,platform,"Models the presence and approximate thematic extent of an open or semi-enclosed area of a railway platform that is distinct from another area of the same physical railway platform, or the extent of a geofence whose area encompasses a physical environment that is describable by the Venue Organization as a platform."
unit,,unit,privatelounge,Models the presence and physical extent of an enclosed space that is made available to authorized pedestrians.
unit,,unit,ramp,Models the presence and approximate point location or physical extent of an incline plane.
unit,,unit,recreation,Business or location related to recreational activities.
unit,,unit,recreation,Models the presence and approximate point location of a break room or recreational space.
unit,,unit,restroom,"Models the presence and approximate point location of one or more neighboring spaces, or the physical extent of a single enclosed space, containing bathroom facilities."
unit,,unit,restroom.family,A bathroom intended for family use
unit,,unit,restroom.family,"Models the presence and approximate point location of one or more neighboring spaces, or the physical extent of a single space, containing bathroom facilities that are intended for use by a family."
unit,,unit,restroom.female,A bathroom intended for female use
unit,,unit,restroom.female,"Models the presence and approximate point location of one or more neighboring spaces, or the physical extent of a single space, containing bathroom facilities that are intended for use by a female."
unit,,unit,restroom.female.wheelchair,Models the presence and approximate point location of a female bathroom facility that is entirely dedicated to persons with a disability.
unit,,unit,restroom.male,A bathroom intended for male use
unit,,unit,restroom.male,"Models the presence and approximate point location of one or more neighboring spaces, or the physical extent of a single space, containing bathroom facilities that are intended for use by a male."
unit,,unit,restroom.male.wheelchair,Models the presence and approximate point location of a male bathroom facility that is entirely dedicated to persons with a disability.
unit,,unit,restroom.transgender,"Models the presence and approximate point location of one or more neighboring spaces, or the physical extent of a single space, containing bathroom facilities that are intended for use by a person that identifies themselves as transgender."
unit,,unit,restroom.transgender.wheelchair,Models the presence and approximate point location of a transgender bathroom facility that is entirely dedicated to persons with a disability.
unit,,unit,restroom.unisex,"Models the presence and approximate point location of one or more neighboring spaces, or the physical extent of a single space, containing bathroom facilities that are intended for use by any person."
unit,,unit,restroom.unisex,"Restroom designed to be used by any person, regardless of gender."
unit,,unit,restroom.unisex.wheelchair,Models the presence and approximate point location of a unisex bathroom facility that is entirely dedicated to persons with a disability.
unit,,unit,restroom.wheelchair,Dedicated restroom designed to be accessible for those with physical disabilities.
unit,,unit,restroom.wheelchair,Models the presence and approximate point location of a bathroom facility that is entirely dedicated to persons with a disability.
unit,,unit,road,"Models the presence and physical extent of an enclosed area within a physical building that is used by moving vehicles, or an open or semi-enclosed environment used by moving vehicles."
unit,,unit,room,"Models a ""...distinguishable space within a structure. Usually, a room is separated from other spaces or passageways by interior walls; moreover, it is separated from outdoor areas by an exterior wall, sometimes with a door."""
unit,,unit,serverroom,Models the presence and physical extent of an enclosed space devoted to the operation of computer servers.
unit,,unit,shower,"Models the presence and approximate point location of one or more neighboring shower facility and adjoining locker/changing area, or the physical extent of an enclosed space that provides shower facilities and adjoining locker/changing area."
unit,,unit,smokingarea,"Models the presence and approximate point location, or physical extent of a space containing a smoking area or facility."
unit,,unit,stairs,"Models the presence and approximate point location of one or more neighboring staircase, or the physical extent of a single staircase, that supports vertical traversal to a physically different floor that may or may not be eligible for capture as a Level."
unit,,unit,steps,"Models the presence and physical extent of a series of steps that support vertical traversal on a physical floor of variable height. Despite the variable height, the physical floor is modeled as a single Level."
unit,,unit,storage,Models the presence and approximate point location of a storage facility.
unit,,unit,structure,Models the presence and physical extent of a network of floor-to-ceiling walls or an integrated system of walls and columns.
unit,,unit,terrace,
unit,,unit,theater,"Groups or locations featuring live performance arts in fields such as music, theater, and dance."
unit,,unit,unenclosedarea,"Models the presence and approximate point location of a physical object or service that cannot be classified using any other category, or whose utilization is unknown."
unit,,unit,unspecified,"Models the presence and approximate point location of a physical object or service that cannot be classified using any other category, or whose utilization is unknown."
unit,,unit,vegetation,Models the presence and physical extent of a natural or artificial vegetation feature or an open or semi-enclosed vegetative area that may or may not be prohibited from being used as a pedestrian pathway.
unit,,unit,waitingroom,
unit,,unit,walkway,Models the presence and physical extent of a pedestrian pathway.
unit,,unit,walkway.island,
unit,,unit,wood,
unit/airport,airport,unit,elevator,Models the presence and approximate point location of one or more elevator that offers vertical traversal capabilities.
unit/airport,airport,unit,escalator,Models the presence and physical extent of a single escalator that offers vertical traversal capabilities.
unit/airport,airport,unit,movingwalkway,Models the presence and approximate point location or physical extent of one or more neighboring moving conveyor mechanism that transports pedestrians across a horizontal or inclined plane over a short to medium distance.
unit/airport,airport,unit,nonpublic,"An area/space that contains operational, administrative, and/or management functions whose environments, if mapped, would have little or no relevance from a pedestrian standpoint."
unit/airport,airport,unit,office,"Models the presence and physical extent of an enclosed work space. ""office"" models:

A private office: An enclosed work space for one person, suitable for activities which are confidential, demand a lot of concentration or include many small meetings.

A shared office: An enclosed work space for two or three people, suitable for semi-concentrated work and collaborative work in small groups.

A team room: An enclosed work space for four to ten people; suitable for teamwork which may be confidential and demands frequent internal communication."
unit/airport,airport,unit,opentobelow,"Models the presence and physical extent of a vertical ""column"" of air that is visible to a pedestrian, and which extends through one or more floor of a physical building."
unit/airport,airport,unit,parking,"Locations that provide office space to park vehicles, usually for a fee."
unit/airport,airport,unit,parking,Models the presence and physical extent of a floor whose intended purpose is the storage of vehicles.
unit/airport,airport,unit,platform,Models the presence and approximate point location of an individually named (or numbered) train platform. 
unit/airport,airport,unit,platform,"Models the presence and approximate thematic extent of an open or semi-enclosed area of a railway platform that is distinct from another area of the same physical railway platform, or the extent of a geofence whose area encompasses a physical environment that is describable by the Venue Organization as a platform."
unit/airport,airport,unit,ramp,Models the presence and approximate point location or physical extent of an incline plane.
unit/airport,airport,unit,restroom,"Models the presence and approximate point location of one or more neighboring spaces, or the physical extent of a single enclosed space, containing bathroom facilities."
unit/airport,airport,unit,restroom.family,A bathroom intended for family use
unit/airport,airport,unit,restroom.family,"Models the presence and approximate point location of one or more neighboring spaces, or the physical extent of a single space, containing bathroom facilities that are intended for use by a family."
unit/airport,airport,unit,restroom.female,A bathroom intended for female use
unit/airport,airport,unit,restroom.female,"Models the presence and approximate point location of one or more neighboring spaces, or the physical extent of a single space, containing bathroom facilities that are intended for use by a female."
unit/airport,airport,unit,restroom.female.wheelchair,Models the presence and approximate point location of a female bathroom facility that is entirely dedicated to persons with a disability.
unit/airport,airport,unit,restroom.male,A bathroom intended for male use
unit/airport,airport,unit,restroom.male,"Models the presence and approximate point location of one or more neighboring spaces, or the physical extent of a single space, containing bathroom facilities that are intended for use by a male."
unit/airport,airport,unit,restroom.male.wheelchair,Models the presence and approximate point location of a male bathroom facility that is entirely dedicated to persons with a disability.
unit/airport,airport,unit,restroom.unisex,"Models the presence and approximate point location of one or more neighboring spaces, or the physical extent of a single space, containing bathroom facilities that are intended for use by any person."
unit/airport,airport,unit,restroom.unisex,"Restroom designed to be used by any person, regardless of gender."
